university_id,course_name,entity_id,relevance_score,confidence_score,wikipedia_link,matched_positions,matched_text,wikidata_id,freebase_id,VERIFICADOS
IIND1000,Introduccion a Ingeniería Industrial,Engineering,0.8489,10.27,http://en.wikipedia.org/wiki/Engineering,[25],Engineering,Q11023,/m/02ky346,
IIND1000,Introduccion a Ingeniería Industrial,Consumer,0.09919,4.877,http://en.wikipedia.org/wiki/Consumer,[152],consumers,Q22855,/m/025_b,
IIND1000,Introduccion a Ingeniería Industrial,Supply chain,0.6967,6.382,http://en.wikipedia.org/wiki/Supply_chain,"[156, 157]",supply chain,Q1824206,/m/019h6j,
IIND1000,Introduccion a Ingeniería Industrial,Investment,0.2805,5.394,http://en.wikipedia.org/wiki/Investment,[180],investment,Q4290,/m/0g_fl,
IIND1000,Introduccion a Ingeniería Industrial,Cost,0.309,1.053,http://en.wikipedia.org/wiki/Cost,[181],costs,Q240673,/m/0168hv,
IIND1000,Introduccion a Ingeniería Industrial,Fusion energy gain factor,0.3522,2.389,http://en.wikipedia.org/wiki/Fusion_energy_gain_factor,[183],breakeven,Q5510279,/m/05ndc8,
IIND1000,Introduccion a Ingeniería Industrial,Ethics,0.564,1.384,http://en.wikipedia.org/wiki/Ethics,[87],ethical,Q9465,/m/01b_f9,
IIND1000,Introduccion a Ingeniería Industrial,Design,0.8243,2.919,http://en.wikipedia.org/wiki/Design,[145],design,Q82604,/m/02cwm,
IIND1000,Introduccion a Ingeniería Industrial,Social work,0.6161,3.815,http://en.wikipedia.org/wiki/Social_work,"[89, 90]",social work,Q205398,/m/012qgt,
IIND1000,Introduccion a Ingeniería Industrial,Tool,0.2563,1.803,http://en.wikipedia.org/wiki/Tool,[43],tools,Q39546,/m/07k1x,
IIND1000,Introduccion a Ingeniería Industrial,Concept,0.4144,1.098,http://en.wikipedia.org/wiki/Concept,[174],concepts,Q151885,/m/0203b,
IIND1000,Introduccion a Ingeniería Industrial,Retail,0.7242,7.777,http://en.wikipedia.org/wiki/Retail,[176],Retail,Q126793,/m/0191_7,
IIND1000,Introduccion a Ingeniería Industrial,Price,0.5342,2.491,http://en.wikipedia.org/wiki/Price,"[176, 177]",Retail price,Q160151,/m/01d_1l,
IIND1000,Introduccion a Ingeniería Industrial,Leadership,0.7798,5.13,http://en.wikipedia.org/wiki/Leadership,[78],leadership,Q484275,/m/025rt2s,
IIND1000,Introduccion a Ingeniería Industrial,Society,0.444,7.789,http://en.wikipedia.org/wiki/Society,[126],society,Q8425,/m/098wr,
IIND3221,Logística,Design,0.4971,2.286,http://en.wikipedia.org/wiki/Design,[115],design,Q82604,/m/02cwm,
IIND3221,Logística,Customer service,0.1608,1.998,http://en.wikipedia.org/wiki/Customer_service,"[46, 47]",customer service,Q1060653,/m/03w5xm,
IIND3221,Logística,Customer,0.241,3.279,http://en.wikipedia.org/wiki/Customer,[46],customer,Q852835,/m/01j0mk,
IIND3221,Logística,Dijkstra's algorithm,0.5757,1.221,http://en.wikipedia.org/wiki/Dijkstra's_algorithm,[210],Dijkstra,Q8548,/m/0cf7t,
IIND3221,Logística,Shortest path problem,0.4614,4.235,http://en.wikipedia.org/wiki/Shortest_path_problem,"[207, 208]",shortest path,Q1058754,/m/0bjw6,
IIND3221,Logística,Information,0.3683,5.035,http://en.wikipedia.org/wiki/Information,[66],information,Q11028,/m/03y39,
IIND3221,Logística,Transport,0.598,5.932,http://en.wikipedia.org/wiki/Transport,[64],transportation,Q7590,/m/07bsy,
IIND3221,Logística,Distribution (marketing),0.5943,1.012,http://en.wikipedia.org/wiki/Distribution_(marketing),[62],distribution,Q867147,/m/01jsq_,
IIND3221,Logística,Planning,0.3248,1.444,http://en.wikipedia.org/wiki/Planning,[90],planning,Q309100,/m/0217bt,
IIND3221,Logística,Winery,0.1814,1.267,http://en.wikipedia.org/wiki/Winery,[269],winery,Q156362,/m/02x158,
IIND3221,Logística,Vehicle routing problem,0.5593,2.373,http://en.wikipedia.org/wiki/Vehicle_routing_problem,"[215, 216, 217]",Vehicle routing problems,Q944041,/m/026dfdm,
IIND3221,Logística,Infrastructure,0.3835,5.953,http://en.wikipedia.org/wiki/Infrastructure,[162],infrastructure,Q121359,/m/017kvv,
IIND3221,Logística,Information technology,0.3015,7.501,http://en.wikipedia.org/wiki/Information_technology,"[66, 67]",information technology,Q11661,/m/03ytc,
IIND3221,Logística,Technology,0.3801,7.617,http://en.wikipedia.org/wiki/Technology,[67],technology,Q11016,/m/07c1v,
IIND3221,Logística,Network planning and design,0.5753,1.237,http://en.wikipedia.org/wiki/Network_planning_and_design,"[293, 294]",Network design,Q19725982,/m/05ctpz,
IIND3221,Logística,Logistics,0.8604,9.047,http://en.wikipedia.org/wiki/Logistics,[153],Logistics,Q177777,/m/0k9sx,
IIND3221,Logística,Inventory,0.5549,3.584,http://en.wikipedia.org/wiki/Inventory,[246],inventory,Q815410,/m/018y_6,
IIND3221,Logística,Supply chain,0.7033,5.733,http://en.wikipedia.org/wiki/Supply_chain,"[17, 18]",supply chain,Q1824206,/m/019h6j,
IIND3221,Logística,Company,0.04733,1.887,http://en.wikipedia.org/wiki/Company,[26],company,Q783794,/m/03bxgrp,
IIND3221,Logística,Competitive advantage,0.4448,2.836,http://en.wikipedia.org/wiki/Competitive_advantage,"[22, 23]",competitive advantages,Q1150207,/m/01k5kw,
IIND3221,Logística,Solution,0.1307,2.084,http://en.wikipedia.org/wiki/Solution,[135],solutions,Q5447188,/m/073l3,
IIND3221,Logística,Engineering,0.6038,8.164,http://en.wikipedia.org/wiki/Engineering,[136],engineering,Q11023,/m/02ky346,
IIND3221,Logística,Silver,0.2325,3.271,http://en.wikipedia.org/wiki/Silver,[239],Silver,Q1090,/m/025sf8x,
IIND3221,Logística,Troubleshooting,0.383,1.702,http://en.wikipedia.org/wiki/Troubleshooting,[117],troubleshooting,Q2078905,/m/05qjyz,
IIND3221,Logística,Incoterms,0.2548,1.665,http://en.wikipedia.org/wiki/Incoterms,[159],INCOTERMS,Q188467,/m/01nny_,
IIND3221,Logística,Understanding,0.1375,2.053,http://en.wikipedia.org/wiki/Understanding,[74],understanding,Q46744,/m/01fndy,
IIND3221,Logística,Material handling,0.3538,1.223,http://en.wikipedia.org/wiki/Material_handling,"[263, 264]",material handling,Q1413942,/m/04_1s5h,
IIND3221,Logística,Organization,0.3554,1.308,http://en.wikipedia.org/wiki/Organization,[10],organizations,Q43229,/m/0qb7t,
IIND3221,Logística,Routing,0.5916,1.056,http://en.wikipedia.org/wiki/Routing,[216],routing,Q22725,/m/06f7q,
IIND3221,Logística,Vehicle,0.2735,1.097,http://en.wikipedia.org/wiki/Vehicle,[215],Vehicle,Q42889,/m/0dd0xv,
IIND3221,Logística,Evaluation,0.3564,2.383,http://en.wikipedia.org/wiki/Evaluation,[94],evaluation,Q1379672,/m/0gw5h,
IIND3221,Logística,Tool,0.1888,0.9841,http://en.wikipedia.org/wiki/Tool,[108],tools,Q39546,/m/07k1x,
IIND3221,Logística,Methodology,0.2826,2.744,http://en.wikipedia.org/wiki/Methodology,[110],methodologies,Q185698,/m/02xgdd,
IIND3221,Logística,Greedy algorithm,0.2986,3.499,http://en.wikipedia.org/wiki/Greedy_algorithm,"[297, 298]",Greedy heuristic,Q504353,/m/0m8yd,
IIND3221,Logística,Heuristic,0.3995,6.427,http://en.wikipedia.org/wiki/Heuristic,[298],heuristic,Q201413,/m/0h174,
IIND3221,Logística,Mode of transport,0.3215,1.48,http://en.wikipedia.org/wiki/Mode_of_transport,"[181, 182]",transport modes,Q334166,/m/079bkr,
IIND3221,Logística,Supply chain operations reference,0.8543,3.326,http://en.wikipedia.org/wiki/Supply_chain_operations_reference,[187],SCOR,Q163701,/m/02pvlnc,
IIND3221,Logística,Wind,0.2063,0.9515,http://en.wikipedia.org/wiki/Wind,[199],wind,Q8094,/m/03m9d0z,
ECON2106,Consumer Theory and Theory of the Firm,Consumer,0.3709,4.138,http://es.wikipedia.org/wiki/Consumidor,[390],consumidor,Q22855,/m/025_b,
ECON2106,Consumer Theory and Theory of the Firm,Demand,0.4334,1.292,http://es.wikipedia.org/wiki/Demanda_(economía),[388],demanda,Q4402708,/m/05fcbw8,
ECON2106,Consumer Theory and Theory of the Firm,Economy,0.5382,2.77,http://es.wikipedia.org/wiki/Economía,[300],economía,Q159810,/m/02j62,
ECON2106,Consumer Theory and Theory of the Firm,State (polity),0.3261,1.598,http://es.wikipedia.org/wiki/Estado,[315],estado,Q7275,/m/06_02,
ECON2106,Consumer Theory and Theory of the Firm,Government,0.2608,1.371,http://es.wikipedia.org/wiki/Gobierno,[318],gobierno,Q7188,/m/036nz,
ECON2106,Consumer Theory and Theory of the Firm,Consumer choice,0,6.075,http://en.wikipedia.org/wiki/Consumer_choice,"[17, 18]",consumer theory,Q833495,/m/01hrrp,
ECON2106,Consumer Theory and Theory of the Firm,,0,0.5,,[162],Curso,None,None,
ECON2106,Consumer Theory and Theory of the Firm,Perfect competition,0.5468,9.148,http://es.wikipedia.org/wiki/Competencia_perfecta,"[467, 468]",competencia perfecta,Q183384,/m/05qyk,
ECON2106,Consumer Theory and Theory of the Firm,Behavior,0.3184,0.9754,http://es.wikipedia.org/wiki/Comportamiento,[444],comportamiento,Q9332,/m/01jbm,
ECON2106,Consumer Theory and Theory of the Firm,Deductive reasoning,0.08808,4.604,http://es.wikipedia.org/wiki/Razonamiento_deductivo,[435],Deducción,Q484284,/m/0gl0s,
ECON2106,Consumer Theory and Theory of the Firm,Mathematics,0.3498,20.22,http://es.wikipedia.org/wiki/Matemáticas,[329],matemática,Q395,/m/04rjg,
ECON2106,Consumer Theory and Theory of the Firm,Game theory,0.5568,6.456,http://es.wikipedia.org/wiki/Teoría_de_juegos,"[251, 252, 253, 254]",la teoría de juegos,Q44455,/m/034f0,
ECON2106,Consumer Theory and Theory of the Firm,Macroeconomics,0.603,14.73,http://es.wikipedia.org/wiki/Macroeconomía,[345],Macroeconomía,Q39680,/m/04rf6,
ECON2106,Consumer Theory and Theory of the Firm,Welfare,0,5.608,http://en.wikipedia.org/wiki/Welfare,[110],welfare,Q180043,/m/0968r1,
ECON2106,Consumer Theory and Theory of the Firm,Market (economics),0.6006,11.21,http://es.wikipedia.org/wiki/Mercado,[373],mercado,Q37654,/m/09y4pm,
ECON2106,Consumer Theory and Theory of the Firm,Production (economics),0.294,0.9997,http://es.wikipedia.org/wiki/Producción_(economía),[196],producción,Q739302,/m/0806jls,
ECON2106,Consumer Theory and Theory of the Firm,Competition (economics),0.6416,1.025,http://es.wikipedia.org/wiki/Competencia_(economía),[230],competencia,Q319676,/m/02p8j7_,
ECON2106,Consumer Theory and Theory of the Firm,Oligopoly,0.6552,12.55,http://es.wikipedia.org/wiki/Oligopolio,[227],oligopolio,Q103639,/m/05kls,
ECON2106,Consumer Theory and Theory of the Firm,Production function,0.25,1.956,http://es.wikipedia.org/wiki/Función_de_producción,"[421, 422, 423]",Función de producción,Q524004,/m/026tvf,
ECON2106,Consumer Theory and Theory of the Firm,Price,0.5696,1.339,http://es.wikipedia.org/wiki/Precio,[496],precios,Q160151,/m/01d_1l,
ECON2106,Consumer Theory and Theory of the Firm,Supply (economics),0.5872,2.712,http://es.wikipedia.org/wiki/Oferta,[457],oferta,Q542869,/m/080d1js,
ECON2106,Consumer Theory and Theory of the Firm,Externality,0.4681,9.285,http://es.wikipedia.org/wiki/Externalidad,[471],externalidades,Q275372,/m/0glxl,
ECON2106,Consumer Theory and Theory of the Firm,Economics,0.5539,2.898,http://es.wikipedia.org/wiki/Economía_(ciencia_económica),[336],económicas,Q8134,,
ECON2106,Consumer Theory and Theory of the Firm,Logic,0.1293,7.605,http://es.wikipedia.org/wiki/Lógica,[332],lógica,Q8078,/m/09xq9d,
ECON2106,Consumer Theory and Theory of the Firm,Engineering,0.2985,7.791,http://es.wikipedia.org/wiki/Ingeniería,[150],Ingeniería,Q11023,/m/02ky346,
ECON2106,Consumer Theory and Theory of the Firm,Differential calculus,0.2325,6.069,http://es.wikipedia.org/wiki/Cálculo_diferencial,"[155, 156]",cálculo diferencial,Q149999,/m/02vk53r,
ECON2106,Consumer Theory and Theory of the Firm,Linear algebra,0.2219,9.897,http://es.wikipedia.org/wiki/Álgebra_lineal,"[158, 159]",álgebra lineal,Q82571,/m/04nxn,
ECON2106,Consumer Theory and Theory of the Firm,Algebra,0.275,1.219,http://es.wikipedia.org/wiki/Álgebra,[158],álgebra,Q3968,/m/0pmb,
ECON2106,Consumer Theory and Theory of the Firm,Market economy,0.4754,5.704,http://es.wikipedia.org/wiki/Economía_de_mercado,"[178, 179, 180]",economías de mercado,Q179522,/m/0d130,
ECON2106,Consumer Theory and Theory of the Firm,Information,0.2577,1.147,http://es.wikipedia.org/wiki/Información,[540],Información,Q11028,/m/03y39,
ECON2106,Consumer Theory and Theory of the Firm,Information asymmetry,0.5011,6.506,http://es.wikipedia.org/wiki/Información_asimétrica,"[540, 541]",Información Asimétrica,Q431965,/m/01t0v6,
ECON2106,Consumer Theory and Theory of the Firm,Economic system,0.4078,1.72,http://es.wikipedia.org/wiki/Sistema_económico,"[170, 171]",sistemas económicos,Q273005,/m/033721,
ECON2106,Consumer Theory and Theory of the Firm,Monopoly (game),0.1694,4.411,http://es.wikipedia.org/wiki/Monopoly,[77],monopoly,Q17243,/m/04zk9,
ECON2106,Consumer Theory and Theory of the Firm,Elasticity (economics),0.4895,4.291,http://es.wikipedia.org/wiki/Elasticidad_(economía),[378],elasticidad,Q223639,/m/01715l,
ECON2106,Consumer Theory and Theory of the Firm,Monopoly,0,10.84,http://en.wikipedia.org/wiki/Monopoly,[81],monopolistic,Q43637,/m/04rwd,
ECON2106,Consumer Theory and Theory of the Firm,Monopolistic competition,0.5527,7.965,http://es.wikipedia.org/wiki/Competencia_monopolística,"[531, 532]",competencia monopolística,Q379579,/m/04rxd,
ECON2106,Consumer Theory and Theory of the Firm,Microeconomics,0.7394,15.9,http://es.wikipedia.org/wiki/Microeconomía,[146],microeconomía,Q39072,/m/04rdq,
ECON2106,Consumer Theory and Theory of the Firm,Cournot competition,0.5235,1.571,http://es.wikipedia.org/wiki/Competencia_de_Cournot,"[508, 509, 510]",modelo de Cournot,Q601799,/m/054wr6,
ECON2106,Consumer Theory and Theory of the Firm,Collusion,0.3282,3.819,http://es.wikipedia.org/wiki/Colusión,[512],Colusión,Q701521,/m/015l97,
ECON2106,Consumer Theory and Theory of the Firm,Antoine Augustin Cournot,0.5433,2.41,http://es.wikipedia.org/wiki/Antoine_Augustin_Cournot,[522],Cournot,Q323245,/m/0444_5,
ECON2106,Consumer Theory and Theory of the Firm,Discrimination,0.2066,1.004,http://es.wikipedia.org/wiki/Discriminación,[491],discriminación,Q169207,/m/02gg2,
ECON2106,Consumer Theory and Theory of the Firm,Goods,0.3289,1.238,http://es.wikipedia.org/wiki/Bien_económico,[474],bienes,Q28877,/m/02s26t,
ECON2106,Consumer Theory and Theory of the Firm,Public good,0.3666,1.468,http://es.wikipedia.org/wiki/Bien_público,"[474, 475]",bienes públicos,Q272458,/m/017bkk,
IIND2103,Principios de Optimización,Constraint (mathematics),0.3652,2.251,http://en.wikipedia.org/wiki/Constraint_(mathematics),[386],constraints,Q2303305,/m/0261085,
IIND2103,Principios de Optimización,Engineering,0.6774,9.414,http://en.wikipedia.org/wiki/Engineering,[132],engineering,Q11023,/m/02ky346,
IIND2103,Principios de Optimización,Karush–Kuhn–Tucker conditions,1,5.388,http://en.wikipedia.org/wiki/Karush–Kuhn–Tucker_conditions,"[345, 346]",Karush-Kuhn-Tucker conditions,Q2075125,/m/0796y5,
IIND2103,Principios de Optimización,Mathematical optimization,1,10.5,http://en.wikipedia.org/wiki/Mathematical_optimization,[234],optimization,Q141495,/m/0dpl_,
IIND2103,Principios de Optimización,Linear programming,1,13.69,http://en.wikipedia.org/wiki/Linear_programming,"[233, 234]",linear optimization,Q202843,/m/0byrz,
IIND2103,Principios de Optimización,Mathematical model,0.9802,1.015,http://en.wikipedia.org/wiki/Mathematical_model,[128],model,Q486902,/m/055g1,
IIND2103,Principios de Optimización,Polyhedron,0.5236,7.086,http://en.wikipedia.org/wiki/Polyhedron,[246],polyhedron,Q172937,/m/05vj9,
IIND2103,Principios de Optimización,Simplex,0.6281,4.729,http://en.wikipedia.org/wiki/Simplex,[280],Simplex,Q331350,/m/09xlv,
IIND2103,Principios de Optimización,Solution,0.1593,1.706,http://en.wikipedia.org/wiki/Solution,[286],solution,Q5447188,/m/073l3,
IIND2103,Principios de Optimización,Iteration,0.4265,2.552,http://en.wikipedia.org/wiki/Iteration,[303],iterations,Q651022,/m/0hzfm,
IIND2103,Principios de Optimización,Paradigm,0.4286,4.298,http://en.wikipedia.org/wiki/Paradigm,[216],paradigm,Q28643,/m/017q0c,
IIND2103,Principios de Optimización,Linearization,0.6807,2.504,http://en.wikipedia.org/wiki/Linearization,[196],linearization,Q1520713,/m/047ncj,
IIND2103,Principios de Optimización,Variable (mathematics),0.5559,3.623,http://en.wikipedia.org/wiki/Variable_(mathematics),[185],variables,Q50701,/m/05qb93m,
IIND2103,Principios de Optimización,Length,0.06983,1.946,http://en.wikipedia.org/wiki/Length,[299],length,Q36253,/m/04psy,
IIND2103,Principios de Optimización,Mathematics,0.888,51.52,http://en.wikipedia.org/wiki/Mathematics,[62],mathematics,Q395,/m/04rjg,
IIND2103,Principios de Optimización,Maxima and minima,0.4383,14.16,http://en.wikipedia.org/wiki/Maxima_and_minima,"[212, 213]",global optimum,Q845060,/m/03pfnm,
IIND2103,Principios de Optimización,Slack variable,0.363,5.028,http://en.wikipedia.org/wiki/Slack_variable,"[241, 242]",slack variable,Q1765718,/m/0fk3bq,
IIND2103,Principios de Optimización,Strong duality,0.1995,3.648,http://en.wikipedia.org/wiki/Strong_duality,"[337, 338]",strong duality,Q7624553,/m/0h_c9mg,
IIND2103,Principios de Optimización,Linear combination,0.605,7.873,http://en.wikipedia.org/wiki/Linear_combination,"[275, 276]",linear combination,Q27628,/m/0fg56,
IIND2103,Principios de Optimización,Convex function,0.5235,3.616,http://en.wikipedia.org/wiki/Convex_function,[277],convex,Q319913,/m/01kjxx,
IIND2103,Principios de Optimización,Function (mathematics),0.7887,3.719,http://en.wikipedia.org/wiki/Function_(mathematics),[144],function,Q11348,/m/01sz53,
IIND2103,Principios de Optimización,Integer,0.4707,17.14,http://en.wikipedia.org/wiki/Integer,[390],Integer,Q12503,/m/03rv4,
IIND2103,Principios de Optimización,Local search (optimization),0.7879,2.977,http://en.wikipedia.org/wiki/Local_search_(optimization),"[204, 205]",local search,Q1868524,/m/01tl76,
IIND2103,Principios de Optimización,Motivation,0.5572,1.725,http://en.wikipedia.org/wiki/Motivation,[393],motivation,Q644302,/m/0ndxm1q,
IIND2103,Principios de Optimización,Simplex algorithm,1,17.95,http://en.wikipedia.org/wiki/Simplex_algorithm,"[292, 293]",Simplex Method,Q134164,/m/01z2hh,
IIND2103,Principios de Optimización,Vector space,0.7798,9.451,http://en.wikipedia.org/wiki/Vector_space,[376],vector,Q125977,/m/07yl0,
IIND2103,Principios de Optimización,Sensitivity analysis,1,6.831,http://en.wikipedia.org/wiki/Sensitivity_analysis,"[370, 371]",Sensitivity analysis,Q1889114,/m/02xd6l,
IIND2103,Principios de Optimización,Analysis,0.7037,0.9804,http://en.wikipedia.org/wiki/Analysis,[352],analysis,Q217602,/m/023wg8,
IIND2103,Principios de Optimización,Binary data,0.411,2.995,http://en.wikipedia.org/wiki/Binary_data,"[184, 185]",binary variables,Q4913888,/m/0j7k4g5,
IIND2103,Principios de Optimización,Concept,0.3901,1.104,http://en.wikipedia.org/wiki/Concept,[239],concepts,Q151885,/m/0203b,
IIND2103,Principios de Optimización,Research,0.7535,3.741,http://en.wikipedia.org/wiki/Research,[405],research,Q42240,/m/06cs1,
IIND2103,Principios de Optimización,Duality (optimization),1,1.59,http://en.wikipedia.org/wiki/Duality_(optimization),[341],Duality,Q2275559,/m/0986gs,
IIND2103,Principios de Optimización,Design,0.6264,2.054,http://en.wikipedia.org/wiki/Design,[12],design,Q82604,/m/02cwm,
IIND2103,Principios de Optimización,,0,0.5,,[34],Xpress-MP,None,None,
IIND2103,Principios de Optimización,Brute-force search,0.8292,3.067,http://en.wikipedia.org/wiki/Brute-force_search,"[201, 202]",exhaustive search,Q850362,/m/0q09r,
IIND2103,Principios de Optimización,Convex set,0.3585,8.807,http://en.wikipedia.org/wiki/Convex_set,"[272, 273]",convex set,Q193657,/m/01w2b,
IIND2103,Principios de Optimización,Canonical form,0.6588,2.827,http://en.wikipedia.org/wiki/Canonical_form,"[161, 162]",canonical form,Q1152398,/m/0nb1nzb,
IIND2103,Principios de Optimización,Algorithm,0.7602,8.891,http://en.wikipedia.org/wiki/Algorithm,"[11, 12]",algorithmic design,Q8366,/m/02qcyvp,
IIND2103,Principios de Optimización,Theorem,0.3925,3.281,http://en.wikipedia.org/wiki/Theorem,[333],theorem,Q65943,/m/07m71,
IIND2103,Principios de Optimización,Parameter,0.6066,5.529,http://en.wikipedia.org/wiki/Parameter,[140],parameter,Q1413083,/m/068f8,
IIND2103,Principios de Optimización,Microsoft Excel,0.5652,1.7,http://en.wikipedia.org/wiki/Microsoft_Excel,[112],Excel,Q11272,/m/052tr,
IIND2103,Principios de Optimización,Basic feasible solution,0.8588,2.745,http://en.wikipedia.org/wiki/Basic_feasible_solution,"[284, 285, 286]",basic feasible solution,Q60790890,,
IIND2103,Principios de Optimización,Feasible region,1,3.447,http://en.wikipedia.org/wiki/Feasible_region,"[285, 286]",feasible solution,Q17013331,/m/05b3y8,
IIND2103,Principios de Optimización,Statistical classification,0.8407,1.983,http://en.wikipedia.org/wiki/Statistical_classification,[146],Classification,Q1744628,/m/05czq1,
IIND2103,Principios de Optimización,Integer programming,1,9.896,http://en.wikipedia.org/wiki/Integer_programming,"[390, 391]",Integer Programming,Q6042592,/m/0661n8p,
IIND2103,Principios de Optimización,Weak duality,0.4415,5.471,http://en.wikipedia.org/wiki/Weak_duality,"[334, 335]",weak duality,Q7977943,/m/0h_9b__,
IIND2301,Dinamica de Sistemas,Function (mathematics),0.4991,1.788,http://en.wikipedia.org/wiki/Function_(mathematics),[223],functions,Q11348,/m/01sz53,
IIND2301,Dinamica de Sistemas,Design,0.6521,1.635,http://en.wikipedia.org/wiki/Design,[354],design,Q82604,/m/02cwm,
IIND2301,Dinamica de Sistemas,Experiment,0.601,6.043,http://en.wikipedia.org/wiki/Experiment,[355],experiments,Q101965,/m/0g94m,
IIND2301,Dinamica de Sistemas,Pattern recognition,0.4894,4.904,http://en.wikipedia.org/wiki/Pattern_recognition,"[382, 383]",pattern recognition,Q378859,/m/0y2cs,
IIND2301,Dinamica de Sistemas,System,0.6813,3.087,http://en.wikipedia.org/wiki/System,[54],system,Q58778,/m/0bj6r,
IIND2301,Dinamica de Sistemas,Conceptual model,0.9775,5.906,http://en.wikipedia.org/wiki/Conceptual_model,[418],model,Q2623243,/m/033ccn,
IIND2301,Dinamica de Sistemas,Behavior,0.487,5.455,http://en.wikipedia.org/wiki/Behavior,[381],behavior,Q9332,/m/01jbm,
IIND2301,Dinamica de Sistemas,Strategy,0.5615,0.9543,http://en.wikipedia.org/wiki/Strategy,[449],strategies,Q185451,/m/07b7r,
IIND2301,Dinamica de Sistemas,Feedback,0.5673,6.476,http://en.wikipedia.org/wiki/Feedback,[282],feedback,Q183635,/m/03232,
IIND2301,Dinamica de Sistemas,Error,0.2966,1.708,http://en.wikipedia.org/wiki/Error,[112],error,Q29485,/m/0b8gc,
IIND2301,Dinamica de Sistemas,Complex number,0.5255,1.042,http://en.wikipedia.org/wiki/Complex_number,[4],complex,Q11567,/m/01rm2,
IIND2301,Dinamica de Sistemas,Social system,0.5666,2.166,http://en.wikipedia.org/wiki/Social_system,"[317, 318]",social systems,Q1639378,/m/05b6rkp,
IIND2301,Dinamica de Sistemas,Heuristic,0.6311,6.045,http://en.wikipedia.org/wiki/Heuristic,[249],Heuristics,Q201413,/m/0h174,
IIND2301,Dinamica de Sistemas,Variable (mathematics),0.3344,1.095,http://en.wikipedia.org/wiki/Variable_(mathematics),[63],variables,Q50701,/m/05qb93m,
IIND2301,Dinamica de Sistemas,Stakeholder (corporate),0.2101,1.265,http://en.wikipedia.org/wiki/Stakeholder_(corporate),[181],stakeholders,Q852998,/m/03ws09,
IIND2301,Dinamica de Sistemas,Transcendental number,0.3047,1.075,http://en.wikipedia.org/wiki/Transcendental_number,[456],transcendental,Q173091,/m/07gh6,
IIND2301,Dinamica de Sistemas,Simulation,0.7501,6.406,http://en.wikipedia.org/wiki/Simulation,[33],simulation,Q45045,/m/0bwzm,
IIND2301,Dinamica de Sistemas,Explanation,0.6861,2.291,http://en.wikipedia.org/wiki/Explanation,[434],explanation,Q7958,/m/01fngy,
IIND2301,Dinamica de Sistemas,Structural analysis,0.5542,2.36,http://en.wikipedia.org/wiki/Structural_analysis,"[345, 346]",structural analysis,Q1762403,/m/01sljr,
IIND2301,Dinamica de Sistemas,,0,0.5,,[251],HCS,None,None,
IIND2301,Dinamica de Sistemas,Understanding,0.3665,2.283,http://en.wikipedia.org/wiki/Understanding,[349],understanding,Q46744,/m/01fndy,
IIND2301,Dinamica de Sistemas,Diagram,0.09417,2.856,http://en.wikipedia.org/wiki/Diagram,[265],diagram,Q959962,/m/02v0m2,
IIND2301,Dinamica de Sistemas,Evidence,0.2758,1.182,http://en.wikipedia.org/wiki/Evidence,[327],evidence,Q1347572,/m/0d9cbr,
IIND2301,Dinamica de Sistemas,Thought,0.5563,0.9948,http://en.wikipedia.org/wiki/Thought,[37],thinking,Q9420,/m/097vm,
IIND2301,Dinamica de Sistemas,Critical thinking,0.8022,2.796,http://en.wikipedia.org/wiki/Critical_thinking,"[36, 37]",critical thinking,Q843894,/m/01pfjq,
IIND2301,Dinamica de Sistemas,Reliability engineering,0.843,2.322,http://en.wikipedia.org/wiki/Reliability_engineering,[159],reliability,Q2193887,/m/05rbj3,
IIND2301,Dinamica de Sistemas,Causality,0.7081,6.179,http://en.wikipedia.org/wiki/Causality,[202],Causal,Q179289,/m/02p0sr2,
IIND2301,Dinamica de Sistemas,Equation,0.4709,2.044,http://en.wikipedia.org/wiki/Equation,[102],equations,Q11345,/m/02jnw,
IIND2301,Dinamica de Sistemas,System dynamics,1,5.766,http://en.wikipedia.org/wiki/System_dynamics,"[54, 55]",system dynamics,Q598451,/m/013_8t,
IIND2400,Sistemas de Control Gerencial,Break-even,0.2987,2.951,http://en.wikipedia.org/wiki/Break-even,[137],Breakeven,Q15213823,/m/0cc6dvv,
IIND2400,Sistemas de Control Gerencial,Leverage (finance),0.6827,2.287,http://en.wikipedia.org/wiki/Leverage_(finance),[140],Leverage,Q1148384,/m/04xvwv,
IIND2400,Sistemas de Control Gerencial,Liability (financial accounting),0.3291,3.308,http://en.wikipedia.org/wiki/Liability_(financial_accounting),[85],liabilities,Q546972,/m/06w25zl,
IIND2400,Sistemas de Control Gerencial,Asset,0.5444,7.356,http://en.wikipedia.org/wiki/Asset,[83],Assets,Q46737,/m/0z1j,
IIND2400,Sistemas de Control Gerencial,"Earnings before interest, taxes, depreciation, and amortization",0.9626,1.168,"http://en.wikipedia.org/wiki/Earnings_before_interest,_taxes,_depreciation,_and_amortization",[125],EBIT,Q5322573,/m/07jxfy,
IIND2400,Sistemas de Control Gerencial,Financial statement,0.5933,4.573,http://en.wikipedia.org/wiki/Financial_statement,"[80, 81]",financial statements,Q192907,/m/0n82v,
IIND2400,Sistemas de Control Gerencial,Amortization (business),0.4355,2.339,http://en.wikipedia.org/wiki/Amortization_(business),[98],amortization,Q474182,/m/05p8h8,
