university_id,course_name,entity_id,relevance_score,confidence_score,wikipedia_link,matched_positions,matched_text,wikidata_id,freebase_id,VERIFICADOS
DERE1300,Constitución y democracia,Right to health,0.7706,2.22,http://en.wikipedia.org/wiki/Right_to_health,"[180, 181, 182]",Right to health,Q2919435,/m/08qcr8,
DERE1300,Constitución y democracia,Health,0.4883,2.772,http://en.wikipedia.org/wiki/Health,[182],health,Q12147,/m/0kt51,
DERE1300,Constitución y democracia,Education,0.6545,1.159,http://en.wikipedia.org/wiki/Education,[12],teaching,Q8434,/m/0w30_5k,
DERE1300,Constitución y democracia,Constitution,0.5614,9.762,http://en.wikipedia.org/wiki/Constitution,[15],Constitution,Q7755,/m/01l_g,
DERE1300,Constitución y democracia,Constitution of the United States,0.7472,1.791,http://en.wikipedia.org/wiki/Constitution_of_the_United_States,"[14, 15]",the Constitution,Q11698,/m/07sdd,
DERE1300,Constitución y democracia,Citizenship,0.7109,4.089,http://en.wikipedia.org/wiki/Citizenship,[40],citizens,Q42138,/m/01zlf,
DERE1300,Constitución y democracia,Law,0.6555,14.28,http://en.wikipedia.org/wiki/Law,[96],law,Q7748,/m/04gb7,
DERE1300,Constitución y democracia,Right to life,0.501,3.548,http://en.wikipedia.org/wiki/Right_to_life,"[158, 159, 160]",Right to life,Q25822,/m/02d4yy,
DERE1300,Constitución y democracia,Knowledge,0.3147,3.442,http://en.wikipedia.org/wiki/Knowledge,[30],knowledge,Q9081,/m/01k8wb,
DERE1300,Constitución y democracia,Rule of law,0.7995,14.13,http://en.wikipedia.org/wiki/Rule_of_law,"[176, 177, 178]",Rule of Law,Q44918,/m/0jqvg,
DERE1300,Constitución y democracia,Legislature,0.2976,7.47,http://en.wikipedia.org/wiki/Legislature,"[148, 149]",Legislative branch,Q11204,/m/0c3b0,
DERE1300,Constitución y democracia,Politics,0.8027,3.512,http://en.wikipedia.org/wiki/Politics,[125],politics,Q7163,/m/03d19hx,
DERE1300,Constitución y democracia,Exercise,0.3047,2.601,http://en.wikipedia.org/wiki/Exercise,[49],exercise,Q219067,/m/019w6h,
DERE1300,Constitución y democracia,Social equality,0.5735,1.128,http://en.wikipedia.org/wiki/Social_equality,"[173, 174]",Equality right,Q13416790,/m/0184fr,
DERE1300,Constitución y democracia,Rights,0.5301,2.231,http://en.wikipedia.org/wiki/Rights,[174],right,Q780687,/m/0dl2z,
DERE1300,Constitución y democracia,State (polity),0.587,1.861,http://en.wikipedia.org/wiki/State_(polity),[94],state,Q7275,/m/0cwzbz,
DERE1300,Constitución y democracia,Executive (government),0.1992,4.521,http://en.wikipedia.org/wiki/Executive_(government),"[145, 146]",Executive branch,Q35798,/m/02sdd,
DERE1300,Constitución y democracia,Autonomy,0.6863,1.774,http://en.wikipedia.org/wiki/Autonomy,"[162, 163]",Personal autonomy,Q484105,/m/01b44s,
DERE1300,Constitución y democracia,Due process,0.5887,5.681,http://en.wikipedia.org/wiki/Due_process,"[168, 169]",Due process,Q1068288,/m/0b1tw,
DERE1300,Constitución y democracia,Judiciary,0.5052,6.873,http://en.wikipedia.org/wiki/Judiciary,"[151, 152]",Judicial branch,Q105985,/m/0g6tm,
DERE1300,Constitución y democracia,Society,0.4715,7.658,http://en.wikipedia.org/wiki/Society,[98],society,Q8425,/m/098wr,
DERE1300,Constitución y democracia,Value (ethics),0.5445,1.16,http://en.wikipedia.org/wiki/Value_(ethics),[38],values,Q194112,/m/0bhrmc,
DERE1300,Constitución y democracia,Civil liberties,0.7228,4.118,http://en.wikipedia.org/wiki/Civil_liberties,"[165, 166]",Personal Freedom,Q29556,/m/09bv1,
DERE1300,Constitución y democracia,Multiculturalism,0.4733,7.328,http://en.wikipedia.org/wiki/Multiculturalism,[184],Multiculturalism,Q190656,/m/0dnq8,
ISIS1204,Algorítmica y Programación con Objectos,Data type,0.867,7.768,http://en.wikipedia.org/wiki/Data_type,[386],types,Q190087,/m/0n8kz,
ISIS1204,Algorítmica y Programación con Objectos,Algorithm,0.5387,15.93,http://en.wikipedia.org/wiki/Algorithm,[901],algorithm,Q8366,/m/02qcyvp,
ISIS1204,Algorítmica y Programación con Objectos,Class (computer programming),0.9152,1.308,http://en.wikipedia.org/wiki/Class_(computer_programming),[449],class,Q4479242,/m/022x0,
ISIS1204,Algorítmica y Programación con Objectos,Contract,0.3928,1.011,http://en.wikipedia.org/wiki/Contract,[94],contracts,Q93288,/m/0245b,
ISIS1204,Algorítmica y Programación con Objectos,Method (computer programming),0.8783,1.148,http://en.wikipedia.org/wiki/Method_(computer_programming),[91],methods,Q815844,/m/01hvn0,
ISIS1204,Algorítmica y Programación con Objectos,Sequence,0.636,4.738,http://en.wikipedia.org/wiki/Sequence,[506],sequence,Q133250,/m/06x_d,
ISIS1204,Algorítmica y Programación con Objectos,Computer,0.5593,16.96,http://en.wikipedia.org/wiki/Computer,[255],computer,Q68,/m/01m3v,
ISIS1204,Algorítmica y Programación con Objectos,Iteration,0.5723,2.467,http://en.wikipedia.org/wiki/Iteration,[541],Iterative,Q651022,/m/0hzfm,
ISIS1204,Algorítmica y Programación con Objectos,Unified Modeling Language,0.7464,10.8,http://en.wikipedia.org/wiki/Unified_Modeling_Language,[129],UML,Q169411,/m/07x3g,
ISIS1204,Algorítmica y Programación con Objectos,Architecture,0.449,4.672,http://en.wikipedia.org/wiki/Architecture,[769],architecture,Q12271,/m/03nfmq,
ISIS1204,Algorítmica y Programación con Objectos,Object (computer science),0.7295,1.532,http://en.wikipedia.org/wiki/Object_(computer_science),[406],object,Q216601,/m/016r48,
ISIS1204,Algorítmica y Programación con Objectos,Workspace,0.3971,1.188,http://en.wikipedia.org/wiki/Workspace,[341],workspace,Q12741163,/m/04xr6g,
ISIS1204,Algorítmica y Programación con Objectos,Software,0.6363,13.6,http://en.wikipedia.org/wiki/Software,[138],software,Q7397,/m/01mf0,
ISIS1204,Algorítmica y Programación con Objectos,Deployment environment,0.5188,1.191,http://en.wikipedia.org/wiki/Deployment_environment,"[136, 137]",development environment,Q3055454,/m/07bh1x,
ISIS1204,Algorítmica y Programación con Objectos,Computer program,0.7253,17.11,http://en.wikipedia.org/wiki/Computer_program,[597],program,Q40056,/m/01r9v,
ISIS1204,Algorítmica y Programación con Objectos,Group (mathematics),0.5189,1.201,http://en.wikipedia.org/wiki/Group_(mathematics),[456],group,Q83478,/m/04xl4,
ISIS1204,Algorítmica y Programación con Objectos,Requirement,0.8999,1.087,http://en.wikipedia.org/wiki/Requirement,[34],requirements,Q774228,/m/02njpz,
ISIS1204,Algorítmica y Programación con Objectos,Functional requirement,0.3409,1.027,http://en.wikipedia.org/wiki/Functional_requirement,"[33, 34]",functional requirements,Q3264234,/m/077mjz,
ISIS1204,Algorítmica y Programación con Objectos,Solution,0.237,2.235,http://en.wikipedia.org/wiki/Solution,[38],solution,Q5447188,/m/073l3,
ISIS1204,Algorítmica y Programación con Objectos,Communication,0.3722,4.293,http://en.wikipedia.org/wiki/Communication,[754],communication,Q11024,/m/0n4bkm2,
ISIS1204,Algorítmica y Programación con Objectos,Specification (technical standard),0.4808,1.368,http://en.wikipedia.org/wiki/Specification_(technical_standard),[881],specification,Q2101564,/m/0bgk2,
ISIS1204,Algorítmica y Programación con Objectos,Persistence (computer science),0.4004,1.649,http://en.wikipedia.org/wiki/Persistence_(computer_science),[197],persistence,Q1400808,/m/0fl4z2,
ISIS1204,Algorítmica y Programación con Objectos,Graphical user interface,0.6297,7.135,http://en.wikipedia.org/wiki/Graphical_user_interface,"[190, 191]",graphical interface,Q782543,/m/0375s,
ISIS1204,Algorítmica y Programación con Objectos,Eclipse,0.2578,1.876,http://en.wikipedia.org/wiki/Eclipse,[568],Eclipse,Q141022,/m/02npn,
ISIS1204,Algorítmica y Programación con Objectos,Two-dimensional space,0.3049,0.9818,http://en.wikipedia.org/wiki/Two-dimensional_space,[194],two-dimensional,Q222032,/m/09rx1zv,
ISIS1204,Algorítmica y Programación con Objectos,User interface,0.5024,11.34,http://en.wikipedia.org/wiki/User_interface,[191],interface,Q47146,/m/085nmk,
ISIS1204,Algorítmica y Programación con Objectos,Java (programming language),0.7406,14.1,http://en.wikipedia.org/wiki/Java_(programming_language),"[310, 311]",Java language,Q251,/m/026_3pk,
ISIS1204,Algorítmica y Programación con Objectos,Divide-and-conquer algorithm,0.675,3.856,http://en.wikipedia.org/wiki/Divide-and-conquer_algorithm,"[658, 659, 660]",divide and conquer,Q671298,/m/01cktl,
ISIS1204,Algorítmica y Programación con Objectos,Variable (computer science),0.9355,1.307,http://en.wikipedia.org/wiki/Variable_(computer_science),[522],variable,Q877977,/m/05q4tvx,
ISIS1204,Algorítmica y Programación con Objectos,Structure,0.665,1.59,http://en.wikipedia.org/wiki/Structure,[280],structure,Q6671777,/m/0n68_,
ISIS1204,Algorítmica y Programación con Objectos,Definition,0.4445,2.195,http://en.wikipedia.org/wiki/Definition,[630],definition,Q101072,/m/026yf,
ISIS1204,Algorítmica y Programación con Objectos,Parameter (computer programming),0.6691,2.97,http://en.wikipedia.org/wiki/Parameter_(computer_programming),[83],parameters,Q1410440,/m/01vzgc,
ISIS1204,Algorítmica y Programación con Objectos,Concept,0.5182,3.345,http://en.wikipedia.org/wiki/Concept,[327],concept,Q151885,/m/0203b,
ISIS1204,Algorítmica y Programación con Objectos,Matrix (mathematics),0.6613,6.537,http://en.wikipedia.org/wiki/Matrix_(mathematics),[851],matrix,Q44337,/m/0xjzz,
ISIS1204,Algorítmica y Programación con Objectos,Accountability,0.4599,1.087,http://en.wikipedia.org/wiki/Accountability,[185],accountability,Q5190563,/m/015h8f,
ISIS1204,Algorítmica y Programación con Objectos,Construction,0.4492,1.7,http://en.wikipedia.org/wiki/Construction,[187],Construction,Q385378,/m/01jnzj,
ISIS1204,Algorítmica y Programación con Objectos,Data,0.4813,5.94,http://en.wikipedia.org/wiki/Data,[388],data,Q42848,/m/026sq,
ISIS1204,Algorítmica y Programación con Objectos,Subroutine,0.7467,1.204,http://en.wikipedia.org/wiki/Subroutine,"[320, 321]",method invocations,Q190686,/m/0b750,
ISIS1204,Algorítmica y Programación con Objectos,Conditional (computer programming),0.8338,4.129,http://en.wikipedia.org/wiki/Conditional_(computer_programming),"[421, 422]",conditional statements,Q817862,/m/02cht1,
ISIS1204,Algorítmica y Programación con Objectos,Management,0.5233,1.984,http://en.wikipedia.org/wiki/Management,[179],Management,Q2920921,/m/04_tv,
ISIS1204,Algorítmica y Programación con Objectos,Programming language,0.8743,24.29,http://en.wikipedia.org/wiki/Programming_language,[130],language,Q9143,/m/05r20,
ISIS1204,Algorítmica y Programación con Objectos,Problem solving,0.7012,1.395,http://en.wikipedia.org/wiki/Problem_solving,"[216, 217, 218]",solving a problem,Q730920,/m/053w_z,
ISIS1204,Algorítmica y Programación con Objectos,Subset,0.217,6.822,http://en.wikipedia.org/wiki/Subset,[127],subset,Q177646,/m/06wdz,
ISIS1204,Algorítmica y Programación con Objectos,Javadoc,0.6277,8.361,http://en.wikipedia.org/wiki/Javadoc,[702],Javadoc,Q1413077,/m/04t75z,
ISIS1204,Algorítmica y Programación con Objectos,Tool,0.4781,2.649,http://en.wikipedia.org/wiki/Tool,[703],tool,Q39546,/m/07k1x,
ISIS1204,Algorítmica y Programación con Objectos,Documentation,0.5163,1.029,http://en.wikipedia.org/wiki/Documentation,[161],documentation,Q788790,/m/015www,
ISIS1204,Algorítmica y Programación con Objectos,Document,0.3595,2.097,http://en.wikipedia.org/wiki/Document,[693],Document,Q49848,/m/015bv3,
ISIS1204,Algorítmica y Programación con Objectos,Computer programming,0.8763,2.743,http://en.wikipedia.org/wiki/Computer_programming,[110],programming,Q80006,/m/01mf_,
ISIS1204,Algorítmica y Programación con Objectos,Syntax,0.372,11.9,http://en.wikipedia.org/wiki/Syntax,[698],syntax,Q37437,/m/06nvh,
ISIS1204,Algorítmica y Programación con Objectos,Constant (computer programming),1,1.787,http://en.wikipedia.org/wiki/Constant_(computer_programming),[377],constants,Q1284190,/m/05szm5r,
ISIS1204,Algorítmica y Programación con Objectos,Object lifetime,0.6053,1.588,http://en.wikipedia.org/wiki/Object_lifetime,"[331, 332]",object creation,Q17157128,/m/01h_kr,
ISIS1204,Algorítmica y Programación con Objectos,Unit testing,0.6533,4.277,http://en.wikipedia.org/wiki/Unit_testing,"[790, 791]",unit testing,Q907375,/m/01ghwy,
IIND2401,Analisis de Inversión  y decisión,Opportunity cost,0.2787,5.378,http://en.wikipedia.org/wiki/Opportunity_cost,"[236, 237]",opportunity cost,Q185715,/m/0cchq,
IIND2401,Analisis de Inversión  y decisión,Cash,0.3201,3.812,http://en.wikipedia.org/wiki/Cash,[460],cash,Q693464,/m/0fd6q,
IIND2401,Analisis de Inversión  y decisión,Debt,0.7531,9.002,http://en.wikipedia.org/wiki/Debt,[461],debt,Q3196867,/m/013y7y,
IIND2401,Analisis de Inversión  y decisión,Average cost,0.5048,1.004,http://en.wikipedia.org/wiki/Average_cost,"[469, 470]",average Cost,Q945621,/m/02pfjg,
IIND2401,Analisis de Inversión  y decisión,Cost,0.3581,2.947,http://en.wikipedia.org/wiki/Cost,[470],Cost,Q240673,/m/0168hv,
IIND2401,Analisis de Inversión  y decisión,Weighted arithmetic mean,0.355,2.667,http://en.wikipedia.org/wiki/Weighted_arithmetic_mean,"[468, 469]",Weighted average,Q729113,/m/082_8,
IIND2401,Analisis de Inversión  y decisión,Social evolution,0.03218,1.079,http://en.wikipedia.org/wiki/Social_evolution,"[514, 515]",social evaluation,Q16255222,/m/07868,
IIND2401,Analisis de Inversión  y decisión,Evaluation,0.3601,2.611,http://en.wikipedia.org/wiki/Evaluation,[515],evaluation,Q1379672,/m/0gw5h,
IIND2401,Analisis de Inversión  y decisión,Interdisciplinarity,0.5546,4.29,http://en.wikipedia.org/wiki/Interdisciplinarity,[146],multidisciplinary,Q849359,/m/03xs5,
IIND2401,Analisis de Inversión  y decisión,Tax,0.584,7.115,http://en.wikipedia.org/wiki/Tax,[423],tax,Q8161,/m/07g82,
IIND2401,Analisis de Inversión  y decisión,Line (geometry),0.1765,1.018,http://en.wikipedia.org/wiki/Line_(geometry),"[392, 393]",straight line,Q37105,/m/03scnj,
IIND2401,Analisis de Inversión  y decisión,Depreciation,0.7137,1.262,http://en.wikipedia.org/wiki/Depreciation,"[387, 388]",Depreciation methods,Q114403,/m/01qm84,
IIND2401,Analisis de Inversión  y decisión,Cash flow,0.2701,6.787,http://en.wikipedia.org/wiki/Cash_flow,"[420, 421]",cash flow,Q1047513,/m/0f29w,
IIND2401,Analisis de Inversión  y decisión,Variable (mathematics),0.4333,1.233,http://en.wikipedia.org/wiki/Variable_(mathematics),[222],variables,Q50701,/m/05qb93m,
IIND2401,Analisis de Inversión  y decisión,Dependent and independent variables,0.4457,3.024,http://en.wikipedia.org/wiki/Dependent_and_independent_variables,"[221, 222]",response variables,Q320723,/m/02vn3md,
IIND2401,Analisis de Inversión  y decisión,Risk,0.6755,4.53,http://en.wikipedia.org/wiki/Risk,[533],risk,Q104493,/m/06d5f,
IIND2401,Analisis de Inversión  y decisión,Decision tree,0.2696,2.269,http://en.wikipedia.org/wiki/Decision_tree,"[559, 560]",decision trees,Q831366,/m/01htpj,
IIND2401,Analisis de Inversión  y decisión,Knowledge,0.3585,5.856,http://en.wikipedia.org/wiki/Knowledge,[17],knowledge,Q9081,/m/01k8wb,
IIND2401,Analisis de Inversión  y decisión,Engineering,0.6723,13.39,http://en.wikipedia.org/wiki/Engineering,[12],engineer,Q11023,/m/02ky346,
IIND2401,Analisis de Inversión  y decisión,Residual value,0.1653,1.554,http://en.wikipedia.org/wiki/Residual_value,"[385, 386]",salvage value,Q754849,/m/02wyh1,
IIND2401,Analisis de Inversión  y decisión,Value (economics),0.719,1.023,http://en.wikipedia.org/wiki/Value_(economics),[386],value,Q868257,/m/0bhr4z,
IIND2401,Analisis de Inversión  y decisión,Flowchart,0.3923,1.089,http://en.wikipedia.org/wiki/Flowchart,[243],Flowcharts,Q185092,/m/02ltk5,
IIND2401,Analisis de Inversión  y decisión,Equivalence relation,0.3125,3.396,http://en.wikipedia.org/wiki/Equivalence_relation,[242],equivalence,Q130998,/m/02jhw,
IIND2401,Analisis de Inversión  y decisión,Mathematics,0.6162,33.5,http://en.wikipedia.org/wiki/Mathematics,[281],mathematics,Q395,/m/04rjg,
IIND2401,Analisis de Inversión  y decisión,Mathematical finance,0.5319,4.923,http://en.wikipedia.org/wiki/Mathematical_finance,"[280, 281]",financial mathematics,Q335632,/m/05mvgcj,
IIND2401,Analisis de Inversión  y decisión,Time,0.4504,1.459,http://en.wikipedia.org/wiki/Time,[234],time,Q11471,/m/07c_l,
IIND2401,Analisis de Inversión  y decisión,Loan,0.421,5.301,http://en.wikipedia.org/wiki/Loan,[452],loans,Q189539,/m/02p69cj,
IIND2401,Analisis de Inversión  y decisión,Skill,0.1583,1.011,http://en.wikipedia.org/wiki/Skill,[61],skills,Q205961,/m/01zsxh,
IIND2401,Analisis de Inversión  y decisión,TVR,0.3385,2.146,http://en.wikipedia.org/wiki/TVR,[346],TVR,Q46937,/m/019v__,
IIND2401,Analisis de Inversión  y decisión,Risk aversion,0.6145,4.385,http://en.wikipedia.org/wiki/Risk_aversion,"[533, 534]",risk tolerance,Q1426675,/m/0183nt,
IIND2401,Analisis de Inversión  y decisión,Equity (finance),0.6543,4.49,http://en.wikipedia.org/wiki/Equity_(finance),[448],equity,Q827451,/m/0hz8s,
IIND2401,Analisis de Inversión  y decisión,Working capital,0.465,3.612,http://en.wikipedia.org/wiki/Working_capital,"[426, 427]",Working capital,Q823288,/m/04rpn2,
IIND2401,Analisis de Inversión  y decisión,Capital (economics),0.4434,1.81,http://en.wikipedia.org/wiki/Capital_(economics),[427],capital,Q8137,/m/018s5w,
IIND2401,Analisis de Inversión  y decisión,Interest,0.9204,3.74,http://en.wikipedia.org/wiki/Interest,[493],interest,Q170924,/m/012qn2,
IIND2401,Analisis de Inversión  y decisión,Price,0.6648,2.998,http://en.wikipedia.org/wiki/Price,[495],prices,Q160151,/m/01d_1l,
IIND2401,Analisis de Inversión  y decisión,Construction,0.3567,1.276,http://en.wikipedia.org/wiki/Construction,[373],construction,Q385378,/m/01jnzj,
IIND2401,Analisis de Inversión  y decisión,Sustainability,0.814,6.665,http://en.wikipedia.org/wiki/Sustainability,[53],sustainability,Q219416,/m/0hkst,
IIND2401,Analisis de Inversión  y decisión,Cost of capital,1,6.48,http://en.wikipedia.org/wiki/Cost_of_capital,"[434, 435, 436]",cost of capital,Q1479274,/m/033fz3,
IIND2401,Analisis de Inversión  y decisión,Random variable,0.3778,10.57,http://en.wikipedia.org/wiki/Random_variable,"[554, 555]",random variables,Q176623,/m/06dsl,
IIND2401,Analisis de Inversión  y decisión,Option (finance),0.6179,4.292,http://en.wikipedia.org/wiki/Option_(finance),[440],options,Q187860,/m/01lm23,
IIND2401,Analisis de Inversión  y decisión,Finance,0.9497,1.359,http://en.wikipedia.org/wiki/Finance,[439],financing,Q43015,/m/02_7t,
IIND2401,Analisis de Inversión  y decisión,Project finance,0.6196,1.485,http://en.wikipedia.org/wiki/Project_finance,"[438, 439]",project financing,Q182590,/m/09lrlk,
IIND2401,Analisis de Inversión  y decisión,Weighted average cost of capital,0.9017,10.83,http://en.wikipedia.org/wiki/Weighted_average_cost_of_capital,"[468, 469, 470, 471, 472]",Weighted average Cost of Capital,Q178749,/m/026ts21,
IIND2401,Analisis de Inversión  y decisión,Revaluation,0.3013,2.173,http://en.wikipedia.org/wiki/Revaluation,[503],revaluation,Q872745,/m/0db4tn,
IIND2401,Analisis de Inversión  y decisión,Share (finance),0.3534,1.089,http://en.wikipedia.org/wiki/Share_(finance),[450],shares,Q11692,/m/03jzl9,
IIND2401,Analisis de Inversión  y decisión,Concept,0.3228,2.272,http://en.wikipedia.org/wiki/Concept,[245],concept,Q151885,/m/0203b,
IIND2401,Analisis de Inversión  y decisión,Leverage (finance),0.8955,3.645,http://en.wikipedia.org/wiki/Leverage_(finance),[456],leverage,Q1148384,/m/04xvwv,
IIND2401,Analisis de Inversión  y decisión,Sensitivity analysis,0.5876,5.418,http://en.wikipedia.org/wiki/Sensitivity_analysis,"[562, 563]",Sensitivity Analysis,Q1889114,/m/02xd6l,
IIND2401,Analisis de Inversión  y decisión,Discounting,0.6704,0.9848,http://en.wikipedia.org/wiki/Discounting,[273],discount,Q10998070,/m/0fd68,
IIND2401,Analisis de Inversión  y decisión,Future value,0.6481,1.365,http://en.wikipedia.org/wiki/Future_value,"[287, 288]",future value,Q610286,/m/02ryjk,
IIND2401,Analisis de Inversión  y decisión,Inflation,0.8567,11.9,http://en.wikipedia.org/wiki/Inflation,[478],Inflation,Q35865,/m/0408vty,
IIND2401,Analisis de Inversión  y decisión,Profit (economics),0.4872,1.049,http://en.wikipedia.org/wiki/Profit_(economics),[227],profitability,Q26911,/m/04n7m2q,
IIND2401,Analisis de Inversión  y decisión,Present value,0.7474,4.532,http://en.wikipedia.org/wiki/Present_value,"[324, 325]",Present value,Q1100466,/m/02p_47b,
IIND2401,Analisis de Inversión  y decisión,Devaluation,0.7744,7.028,http://en.wikipedia.org/wiki/Devaluation,[501],devaluation,Q220788,/m/02vk_4,
IIND2401,Analisis de Inversión  y decisión,Capital expenditure,0.388,1.811,http://en.wikipedia.org/wiki/Capital_expenditure,[429],CAPEX,Q302208,/m/0h9657q,
IIND2401,Analisis de Inversión  y decisión,Investment,0.8117,9.687,http://en.wikipedia.org/wiki/Investment,[431],investment,Q4290,/m/0g_fl,
IIND2401,Analisis de Inversión  y decisión,Science,0.5817,10.88,http://en.wikipedia.org/wiki/Science,[21],science,Q336,/m/06mq7,
IIND2401,Analisis de Inversión  y decisión,Free cash flow,0.9488,6.83,http://en.wikipedia.org/wiki/Free_cash_flow,"[419, 420, 421]",Free cash flow,Q9297784,/m/033j0q,
IIND2401,Analisis de Inversión  y decisión,Saving,0.7715,1.083,http://en.wikipedia.org/wiki/Saving,[463],saving,Q319622,/m/0hbm6,
IIND2401,Analisis de Inversión  y decisión,Mutual exclusivity,0.3013,1.892,http://en.wikipedia.org/wiki/Mutual_exclusivity,"[359, 360]",mutually exclusive,Q2625281,/m/01td3d,
IIND2401,Analisis de Inversión  y decisión,Interest rate,0.5521,12.37,http://en.wikipedia.org/wiki/Interest_rate,"[249, 250]",Interest rates,Q179179,/m/04n7dpf,
IIND2401,Analisis de Inversión  y decisión,Economic growth,0.7648,0.9597,http://en.wikipedia.org/wiki/Economic_growth,[304],growth,Q189833,/m/012_3l,
IIND2401,Analisis de Inversión  y decisión,Arithmetic,0.494,7.861,http://en.wikipedia.org/wiki/Arithmetic,[303],arithmetic,Q11205,/m/013sg,
IIND2401,Analisis de Inversión  y decisión,Linear function,0.2815,1.154,http://en.wikipedia.org/wiki/Linear_function,"[303, 304]",arithmetic growth,Q15854269,/m/013t5y,
IIND2401,Analisis de Inversión  y decisión,Uncertainty,0.5579,3.608,http://en.wikipedia.org/wiki/Uncertainty,[543],uncertainty,Q13649246,/m/0h3d8,
IIND2401,Analisis de Inversión  y decisión,Internal rate of return,1,8.597,http://en.wikipedia.org/wiki/Internal_rate_of_return,"[317, 318, 319, 320]",Internal Rate of Return,Q507477,/m/0gdn6,
IIND2401,Analisis de Inversión  y decisión,Rate of return,0.8956,4.177,http://en.wikipedia.org/wiki/Rate_of_return,"[318, 319, 320]",Rate of Return,Q7317264,/m/09ckfv,
IIND2401,Analisis de Inversión  y decisión,,0,0.5,,"[418, 419]",Flow Free,None,None,
IIND2401,Analisis de Inversión  y decisión,Discounted cash flow,0.9758,3.847,http://en.wikipedia.org/wiki/Discounted_cash_flow,"[273, 274]",discount rate,Q455422,/m/02h9f,
IIND2401,Analisis de Inversión  y decisión,Shadow price,0.6441,3.392,http://en.wikipedia.org/wiki/Shadow_price,"[520, 521]",shadow prices,Q3308839,/m/065pj8,
IIND2401,Analisis de Inversión  y decisión,Market (economics),0.5799,1.537,http://en.wikipedia.org/wiki/Market_(economics),[522],Market,Q37654,/m/09y4pm,
IIND2401,Analisis de Inversión  y decisión,Exchange rate,0.8079,6.207,http://en.wikipedia.org/wiki/Exchange_rate,"[499, 500]",exchange rate,Q66100,/m/018m33,
IIND2401,Analisis de Inversión  y decisión,Ethics,0.4241,1.028,http://en.wikipedia.org/wiki/Ethics,[51],ethical,Q9465,/m/01b_f9,
IIND2401,Analisis de Inversión  y decisión,Industrial engineering,0.6125,3.659,http://en.wikipedia.org/wiki/Industrial_engineering,"[66, 67]",industrial engineering,Q4489420,/m/01bt59,
IIND2401,Analisis de Inversión  y decisión,Geometry,0.4151,6.053,http://en.wikipedia.org/wiki/Geometry,[301],geometric,Q8087,/m/025x7g_,
IIND2401,Analisis de Inversión  y decisión,Profession,0.4392,3.335,http://en.wikipedia.org/wiki/Profession,[74],profession,Q28640,/m/063km,
IIND2401,Analisis de Inversión  y decisión,Function (mathematics),0.366,2.274,http://en.wikipedia.org/wiki/Function_(mathematics),[538],function,Q11348,/m/01sz53,
IIND2401,Analisis de Inversión  y decisión,Utility,0.5148,6.817,http://en.wikipedia.org/wiki/Utility,"[537, 538]",utility function,Q466707,/m/0cc73,
IIND2401,Analisis de Inversión  y decisión,Measurement,0.4097,3.135,http://en.wikipedia.org/wiki/Measurement,[539],measurement,Q12453,/m/04t14,
IIND2401,Analisis de Inversión  y decisión,Money,0.4048,6.898,http://en.wikipedia.org/wiki/Money,[232],money,Q1368,/m/04_x4,
IIND2401,Analisis de Inversión  y decisión,Social environment,0.09092,0.9911,http://en.wikipedia.org/wiki/Social_environment,"[182, 183]",social context,Q1571836,/m/02py2x,
IIND2401,Analisis de Inversión  y decisión,Demand curve,0.4639,3.394,http://en.wikipedia.org/wiki/Demand_curve,"[517, 518]",demand curve,Q8981416,/m/03q1wl,
IIND2401,Analisis de Inversión  y decisión,Curve,0.1932,2.541,http://en.wikipedia.org/wiki/Curve,[518],curve,Q161973,/m/0m8xx,
IIND2401,Analisis de Inversión  y decisión,Demand,0.6051,2.696,http://en.wikipedia.org/wiki/Demand,[517],demand,Q4402708,/m/05fcbw8,
ISIS2304,Sistemas Transaccionales,Data,0.4001,9.072,http://en.wikipedia.org/wiki/Data,[333],data,Q42848,/m/026sq,
ISIS2304,Sistemas Transaccionales,Skill,0.1692,0.9692,http://en.wikipedia.org/wiki/Skill,[30],skills,Q205961,/m/01zsxh,
ISIS2304,Sistemas Transaccionales,Conceptual model,0.7806,5.489,http://en.wikipedia.org/wiki/Conceptual_model,[83],model,Q2623243,/m/033ccn,
ISIS2304,Sistemas Transaccionales,Logic model,0.2648,1.189,http://en.wikipedia.org/wiki/Logic_model,"[82, 83]",logic model,Q17067742,/m/0279fvk,
ISIS2304,Sistemas Transaccionales,Hash function,0.6574,4.947,http://en.wikipedia.org/wiki/Hash_function,[399],Hashing,Q183427,/m/03l5h,
ISIS2304,Sistemas Transaccionales,Management,0.4134,1.472,http://en.wikipedia.org/wiki/Management,[407],management,Q2920921,/m/04_tv,
ISIS2304,Sistemas Transaccionales,Business process,0.58,2.065,http://en.wikipedia.org/wiki/Business_process,[405],process,Q851587,/m/01ybqv,
ISIS2304,Sistemas Transaccionales,System,0.6245,1.657,http://en.wikipedia.org/wiki/System,[195],systems,Q58778,/m/0bj6r,
ISIS2304,Sistemas Transaccionales,Database,1,14.26,http://en.wikipedia.org/wiki/Database,"[194, 195]",database systems,Q8513,/m/02bc6,
ISIS2304,Sistemas Transaccionales,Database transaction,0.821,3.361,http://en.wikipedia.org/wiki/Database_transaction,[130],transaction,Q848010,/m/01h_k7,
ISIS2304,Sistemas Transaccionales,Non-functional requirement,0.3972,2.695,http://en.wikipedia.org/wiki/Non-functional_requirement,"[157, 158]",nonfunctional requirements,Q3254666,/m/08pc1k,
